Product_ID,Sale_Date,Sales_Rep,Region,Sales_Amount,Quantity_Sold,Product_Category,Unit_Cost,Unit_Price,Customer_Type,Discount,Payment_Method,Sales_Channel,Region_and_Sales_Rep,Calculated_Revenue,Total_Cost,Profit,Profit_Margin,Month,Quarter,,,Base_Margin_Pct,Discount_Issue_Flag
1088,2023-12-19,Alice,East,8452.13,20,Clothing,4590.24,5088.28,New,0.16,Bank Transfer,Retail,East-Alice,85483.104,91804.8,-6321.696,-0.07395257898,December,2023Q4,,,9.79%,YES
1037,2023-01-23,Bob,North,9813.81,40,Clothing,2790.11,3192.37,Returning,0.26,Bank Transfer,Online,North-Bob,94494.152,111604.4,-17110.248,-0.1810720308,January,2023Q1,,,12.60%,YES
1099,2023-03-04,David,East,7952.11,10,Furniture,1531.2,1955.56,New,0,Credit Card,Online,East-David,19555.6,15312,4243.6,0.2170017795,March,2023Q1,,,21.70%,NO
1044,2023-05-23,Bob,West,8552.47,19,Food,2182.75,2504.03,New,0.01,Bank Transfer,Online,West-Bob,47100.8043,41472.25,5628.5543,0.1195001738,May,2023Q2,,,12.83%,NO
1086,2023-06-02,Bob,East,2495.57,3,Electronics,1595.35,1625.71,New,0.27,Cash,Online,East-Bob,3560.3049,4786.05,-1225.7451,-0.344280935,June,2023Q2,,,1.87%,YES
1091,2023-05-25,Alice,North,9610.21,24,Clothing,3639.3,3750.63,New,0.23,Bank Transfer,Retail,North-Alice,69311.6424,87343.2,-18031.5576,-0.2601519308,May,2023Q2,,,2.97%,YES
1035,2023-08-13,Alice,West,2049.56,5,Clothing,3991.69,4454.97,New,0.14,Credit Card,Retail,West-Alice,19156.371,19958.45,-802.079,-0.04187009116,August,2023Q3,,,10.40%,YES
1065,2023-11-05,Alice,East,9519.16,3,Furniture,4173.04,4362.44,New,0.23,Bank Transfer,Retail,East-Alice,10077.2364,12519.12,-2441.8836,-0.2423167923,November,2023Q4,,,4.34%,YES
1099,2023-04-14,Alice,East,9948.71,27,Food,4929.55,4990.33,Returning,0.29,Credit Card,Online,East-Alice,95664.6261,133097.85,-37433.2239,-0.391296401,April,2023Q2,,,1.22%,YES
1047,2023-04-14,Eve,West,7146.06,16,Clothing,3966.86,4321.04,Returning,0.23,Credit Card,Retail,West-Eve,53235.2128,63469.76,-10234.5472,-0.1922514565,April,2023Q2,,,8.20%,YES
1078,2023-02-08,Alice,South,9813.32,49,Furniture,3026.85,3183.58,Returning,0.25,Cash,Retail,South-Alice,116996.565,148315.65,-31319.085,-0.2676923464,February,2023Q1,,,4.92%,YES
1003,2023-07-17,Eve,West,5738.44,15,Electronics,1729.14,1870.88,Returning,0.23,Cash,Online,West-Eve,21608.664,25937.1,-4328.436,-0.2003102089,July,2023Q3,,,7.58%,YES
1001,2023-05-14,Eve,South,2669.46,35,Electronics,2745.75,3244.76,New,0.05,Bank Transfer,Online,South-Eve,107888.27,96101.25,11787.02,0.1092520994,May,2023Q2,,,15.38%,NO
1005,2023-03-08,Alice,North,4426.26,12,Clothing,253.29,683.78,New,0.25,Credit Card,Online,North-Alice,6154.02,3039.48,3114.54,0.5060984527,March,2023Q1,,,62.96%,NO
1090,2023-06-28,Charlie,North,5976.25,41,Clothing,3736.88,3946.77,Returning,0.06,Credit Card,Online,North-Charlie,152108.5158,153212.08,-1103.5642,-0.007255111222,June,2023Q2,,,5.32%,YES
1014,2023-02-11,David,West,823.51,44,Food,2257.48,2747.81,Returning,0.27,Cash,Online,West-David,88259.6572,99329.12,-11069.4628,-0.1254192816,February,2023Q1,,,17.84%,YES
1027,2023-01-15,Bob,West,6261.2,26,Food,149.11,477.67,Returning,0.14,Cash,Retail,West-Bob,10680.7012,3876.86,6803.8412,0.6370219588,January,2023Q1,,,68.78%,NO
1009,2023-04-21,Eve,North,9813.66,47,Clothing,359.41,733,Returning,0.2,Bank Transfer,Retail,North-Eve,27560.8,16892.27,10668.53,0.3870907231,April,2023Q2,,,50.97%,NO
1079,2023-06-06,David,South,1982.07,34,Furniture,1967.96,1993.4,Returning,0.15,Credit Card,Online,South-David,57609.26,66910.64,-9301.38,-0.1614563353,June,2023Q2,,,1.28%,YES
1015,2023-10-16,Charlie,North,7946.69,23,Food,2937.94,3007.53,Returning,0.03,Cash,Retail,North-Charlie,67097.9943,67572.62,-474.6257,-0.007073619785,October,2023Q4,,,2.31%,YES
1090,2023-08-19,Bob,West,9088.2,31,Clothing,2347.81,2668.02,Returning,0.09,Bank Transfer,Retail,West-Bob,75264.8442,72782.11,2482.7342,0.0329866384,August,2023Q3,,,12.00%,NO
1042,2023-06-06,Bob,North,9442.65,20,Food,3115.06,3565.58,Returning,0.3,Credit Card,Retail,North-Bob,49918.12,62301.2,-12383.08,-0.2480678359,June,2023Q2,,,12.64%,YES
1077,2023-02-07,Eve,West,9605.34,12,Clothing,2427.46,2743.09,New,0.29,Credit Card,Retail,West-Eve,23371.1268,29129.52,-5758.3932,-0.2463891985,February,2023Q1,,,11.51%,YES
1051,2023-04-07,Alice,West,5262.45,23,Electronics,3325.43,3401.1,New,0.1,Cash,Online,West-Alice,70402.77,76484.89,-6082.12,-0.08639035083,April,2023Q2,,,2.22%,YES
1063,2023-10-16,Charlie,North,9775.35,4,Clothing,1134.67,1201.39,New,0.3,Bank Transfer,Retail,North-Charlie,3363.892,4538.68,-1174.788,-0.3492347555,October,2023Q4,,,5.55%,YES
1096,2023-09-11,Eve,South,7597.37,23,Electronics,608.57,1032.22,New,0.25,Cash,Retail,South-Eve,17805.795,13997.11,3808.685,0.2139014293,September,2023Q3,,,41.04%,NO
1052,2023-07-15,Charlie,East,1700.55,48,Food,3002.35,3080.61,Returning,0.18,Bank Transfer,Retail,East-Charlie,121252.8096,144112.8,-22859.9904,-0.1885316347,July,2023Q3,,,2.54%,YES
1096,2023-03-27,Alice,North,4821.31,48,Clothing,2449.21,2714.12,New,0.01,Credit Card,Online,North-Alice,128974.9824,117562.08,11412.9024,0.08848927278,March,2023Q1,,,9.76%,NO
1004,2023-11-18,Alice,East,7211.48,1,Food,182.99,211.18,Returning,0.27,Bank Transfer,Retail,East-Alice,154.1614,182.99,-28.8286,-0.1870027127,November,2023Q4,,,13.35%,YES
1094,2023-01-10,Eve,North,2548.67,25,Electronics,1933.39,1982.92,New,0.17,Bank Transfer,Online,North-Eve,41145.59,48334.75,-7189.16,-0.1747249219,January,2023Q1,,,2.50%,YES
1023,2023-01-05,Alice,East,6442.09,2,Clothing,575.32,914.77,Returning,0.26,Bank Transfer,Online,East-Alice,1353.8596,1150.64,203.2196,0.1501038956,January,2023Q1,,,37.11%,NO
1015,2023-05-03,David,South,6699.34,30,Food,2680.22,3027.92,Returning,0.25,Bank Transfer,Online,South-David,68128.2,80406.6,-12278.4,-0.1802249289,May,2023Q2,,,11.48%,YES
1043,2023-11-26,Bob,South,1710.73,3,Electronics,2009.1,2186.42,New,0.25,Bank Transfer,Online,South-Bob,4919.445,6027.3,-1107.855,-0.2251991841,November,2023Q4,,,8.11%,YES
1029,2023-12-19,Eve,North,5694.34,21,Food,3085.1,3200.75,New,0.21,Cash,Retail,North-Eve,53100.4425,64787.1,-11686.6575,-0.2200858778,December,2023Q4,,,3.61%,YES
1036,2023-04-28,Charlie,West,7739.11,25,Furniture,4037.73,4446.45,Returning,0.09,Bank Transfer,Online,West-Charlie,101156.7375,100943.25,213.4875,0.002110462489,April,2023Q2,,,9.19%,NO
1013,2023-10-21,David,East,5039.07,20,Electronics,1533.36,1649.74,Returning,0.1,Bank Transfer,Online,East-David,29695.32,30667.2,-971.88,-0.03272838952,October,2023Q4,,,7.05%,YES
1032,2023-06-08,Eve,West,219.82,49,Electronics,4812.41,5088,Returning,0.09,Credit Card,Online,West-Eve,226873.92,235808.09,-8934.17,-0.03937944917,June,2023Q2,,,5.42%,YES
1071,2023-10-30,Alice,West,189.48,22,Electronics,2701.39,3185.81,New,0.01,Bank Transfer,Online,West-Alice,69386.9418,59430.58,9956.3618,0.1434904255,October,2023Q4,,,15.21%,NO
1059,2023-08-16,Alice,West,3634.59,21,Clothing,3110.54,3192.99,New,0.17,Credit Card,Online,West-Alice,55653.8157,65321.34,-9667.5243,-0.1737082027,August,2023Q3,,,2.58%,YES
1086,2023-12-31,Alice,South,9269.32,33,Clothing,3419.33,3890.36,Returning,0.21,Cash,Retail,South-Alice,101421.6852,112837.89,-11416.2048,-0.1125617739,December,2023Q4,,,12.11%,YES
1028,2023-08-04,Alice,North,2363.9,38,Clothing,3350.32,3449.94,New,0.26,Cash,Online,North-Alice,97012.3128,127312.16,-30299.8472,-0.3123299128,August,2023Q3,,,2.89%,YES
1066,2023-07-03,Charlie,North,6380.2,15,Furniture,2579.31,2867.36,Returning,0.04,Bank Transfer,Retail,North-Charlie,41289.984,38689.65,2600.334,0.06297735548,July,2023Q3,,,10.05%,NO
1042,2023-01-15,David,South,2298.55,46,Furniture,2172.38,2367.11,New,0.16,Cash,Retail,South-David,91465.1304,99929.48,-8464.3496,-0.09254181963,January,2023Q1,,,8.23%,YES
1045,2023-06-06,Bob,South,3284.53,15,Electronics,316.22,799.04,New,0,Bank Transfer,Online,South-Bob,11985.6,4743.3,7242.3,0.6042501001,June,2023Q2,,,60.43%,NO
1062,2023-05-16,Charlie,North,8495.62,46,Furniture,159.32,303.36,New,0.03,Cash,Retail,North-Charlie,13535.9232,7328.72,6207.2032,0.4585725782,May,2023Q2,,,47.48%,NO
1057,2023-09-18,Charlie,West,7315.73,25,Food,1821.91,2027.74,New,0.02,Bank Transfer,Retail,West-Charlie,49679.63,45547.75,4131.88,0.0831705067,September,2023Q3,,,10.15%,NO
1006,2023-06-06,Bob,East,1044.45,21,Electronics,1701.62,2193.22,New,0.22,Bank Transfer,Retail,East-Bob,35924.9436,35734.02,190.9236,0.005314513563,June,2023Q2,,,22.41%,NO
1028,2023-02-16,Bob,East,4344.15,24,Electronics,1969.09,2241.96,Returning,0.02,Credit Card,Online,East-Bob,52730.8992,47258.16,5472.7392,0.1037861915,February,2023Q1,,,12.17%,NO
1028,2023-11-20,Alice,East,388.78,5,Food,734.92,991.21,Returning,0.21,Credit Card,Online,East-Alice,3915.2795,3674.6,240.6795,0.06147185661,November,2023Q4,,,25.86%,NO
1044,2023-11-28,Charlie,West,4860.81,6,Electronics,3703.93,3840.24,New,0.07,Credit Card,Online,West-Charlie,21428.5392,22223.58,-795.0408,-0.0371019598,November,2023Q4,,,3.55%,YES
1084,2023-06-22,Eve,North,6658.1,49,Furniture,4291.97,4645.64,Returning,0.26,Credit Card,Online,North-Eve,168450.9064,210306.53,-41855.6236,-0.2484737215,June,2023Q2,,,7.61%,YES
1030,2023-05-10,Bob,South,1273.18,43,Clothing,4696.64,4713.68,Returning,0.24,Bank Transfer,Online,South-Bob,154043.0624,201955.52,-47912.4576,-0.3110328817,May,2023Q2,,,0.36%,YES
1062,2023-04-05,Bob,North,2959.96,48,Food,2487.19,2521.45,New,0.29,Cash,Online,North-Bob,85931.016,119385.12,-33454.104,-0.389313493,April,2023Q2,,,1.36%,YES
1075,2023-04-25,David,West,4038.58,44,Furniture,3519.29,3822.98,Returning,0.27,Bank Transfer,Online,West-David,122794.1176,154848.76,-32054.6424,-0.2610437945,April,2023Q2,,,7.94%,YES
1092,2023-08-31,Eve,South,9203.36,47,Food,4284.98,4462.4,New,0.28,Credit Card,Retail,South-Eve,151007.616,201394.06,-50386.444,-0.3336682303,August,2023Q3,,,3.98%,YES
1089,2023-10-19,Eve,West,9933.22,23,Food,2120.54,2597.67,Returning,0.26,Credit Card,Retail,West-Eve,44212.3434,48772.42,-4560.0766,-0.1031403506,October,2023Q4,,,18.37%,YES
1062,2023-10-09,Bob,East,544.62,4,Electronics,1581.59,2034.15,Returning,0.21,Cash,Online,East-Bob,6427.914,6326.36,101.554,0.01579890459,October,2023Q4,,,22.25%,NO
1097,2023-10-26,Alice,East,7633.98,27,Electronics,4686.79,5046.51,Returning,0.05,Credit Card,Retail,East-Alice,129442.9815,126543.33,2899.6515,0.02240099437,October,2023Q4,,,7.13%,NO
1001,2023-10-10,David,West,3780.07,18,Furniture,2602.6,3013.49,Returning,0.08,Bank Transfer,Online,West-David,49903.3944,46846.8,3056.5944,0.0612502303,October,2023Q4,,,13.64%,NO
1027,2023-03-10,Eve,South,3985.34,21,Food,2511.41,2848.4,Returning,0.06,Bank Transfer,Online,South-Eve,56227.416,52739.61,3487.806,0.06203034477,March,2023Q1,,,11.83%,NO
1062,2023-05-28,Bob,South,7567.22,28,Electronics,933.16,1004.7,Returning,0.18,Bank Transfer,Online,South-Bob,23067.912,26128.48,-3060.568,-0.1326764208,May,2023Q2,,,7.12%,YES
1077,2023-01-11,Eve,North,9192.42,35,Electronics,585.37,970.49,Returning,0.15,Bank Transfer,Retail,North-Eve,28872.0775,20487.95,8384.1275,0.2903887848,January,2023Q1,,,39.68%,NO
1003,2023-09-11,David,East,9514.19,22,Food,4218.43,4331.42,New,0.26,Bank Transfer,Online,East-David,70515.5176,92805.46,-22289.9424,-0.3160998197,September,2023Q3,,,2.61%,YES
1070,2023-11-26,David,North,5813.51,40,Furniture,3089.96,3258.45,New,0.29,Cash,Online,North-David,92539.98,123598.4,-31058.42,-0.3356216416,November,2023Q4,,,5.17%,YES
1072,2023-12-26,Charlie,North,3635.5,23,Furniture,1662.83,2074.25,New,0.12,Bank Transfer,Online,North-Charlie,41982.82,38245.09,3737.73,0.08902998893,December,2023Q4,,,19.83%,NO
1027,2023-02-07,Bob,West,7896.74,3,Food,999.09,1271.99,New,0.15,Credit Card,Online,West-Bob,3243.5745,2997.27,246.3045,0.07593613157,February,2023Q1,,,21.45%,NO
1009,2023-05-14,David,West,2584.91,40,Furniture,2799.71,3231.08,Returning,0.29,Credit Card,Retail,West-David,91762.672,111988.4,-20225.728,-0.2204134596,May,2023Q2,,,13.35%,YES
1062,2023-07-19,Charlie,North,5684.33,10,Electronics,2940.4,3054.79,Returning,0.08,Credit Card,Online,North-Charlie,28104.068,29404,-1299.932,-0.0462542291,July,2023Q3,,,3.74%,YES
1037,2023-01-23,Charlie,East,3649.93,25,Food,1074.62,1382.43,Returning,0.24,Credit Card,Retail,East-Charlie,26266.17,26865.5,-599.33,-0.02281756343,January,2023Q1,,,22.27%,YES
1097,2023-10-30,Eve,West,6600.65,49,Electronics,4264.46,4315.52,New,0.07,Cash,Retail,West-Eve,196658.2464,208958.54,-12300.2936,-0.06254654369,October,2023Q4,,,1.18%,YES
1051,2023-12-12,Eve,North,2479.95,8,Clothing,467.11,792.21,New,0.2,Credit Card,Online,North-Eve,5070.144,3736.88,1333.264,0.2629637344,December,2023Q4,,,41.04%,NO
1044,2023-10-29,Charlie,North,1996.77,11,Clothing,1812.66,2196.3,New,0.08,Cash,Online,North-Charlie,22226.556,19939.26,2287.296,0.1029082508,October,2023Q4,,,17.47%,NO
1024,2023-12-29,Eve,North,9190.57,5,Furniture,3417.9,3714.52,Returning,0.27,Credit Card,Retail,North-Eve,13557.998,17089.5,-3531.502,-0.2604737071,December,2023Q4,,,7.99%,YES
1079,2023-08-06,David,North,1107.86,45,Clothing,1406.9,1547.35,New,0.17,Cash,Retail,North-David,57793.5225,63310.5,-5516.9775,-0.09546013569,August,2023Q3,,,9.08%,YES
1059,2023-05-21,Alice,North,5108.98,37,Electronics,4146.99,4172.35,Returning,0.06,Cash,Retail,North-Alice,145114.333,153438.63,-8324.297,-0.05736371334,May,2023Q2,,,0.61%,YES
1032,2023-04-14,David,North,2286.44,45,Clothing,3712.35,3780.88,New,0.07,Cash,Retail,North-David,158229.828,167055.75,-8825.922,-0.05577912908,April,2023Q2,,,1.81%,YES
1096,2023-07-29,Charlie,West,485.41,38,Electronics,3955.66,4270.59,Returning,0.15,Credit Card,Online,West-Charlie,137940.057,150315.08,-12375.023,-0.08971304833,July,2023Q3,,,7.37%,YES
1088,2023-04-21,Charlie,East,456.59,29,Furniture,639.58,1107.45,New,0.29,Cash,Retail,East-Charlie,22802.3955,18547.82,4254.5755,0.1865845849,April,2023Q2,,,42.25%,NO
1052,2023-04-14,David,North,1834.7,5,Furniture,745.71,856.91,Returning,0.23,Bank Transfer,Retail,North-David,3299.1035,3728.55,-429.4465,-0.1301706661,April,2023Q2,,,12.98%,YES
1062,2023-11-12,Eve,South,8681.03,9,Electronics,1468.05,1838.21,New,0.15,Bank Transfer,Retail,South-Eve,14062.3065,13212.45,849.8565,0.06043507159,November,2023Q4,,,20.14%,NO
1058,2023-06-20,Eve,West,2896.54,48,Clothing,2614.48,3049.04,New,0.1,Credit Card,Retail,West-Eve,131718.528,125495.04,6223.488,0.04724838711,June,2023Q2,,,14.25%,NO
1052,2023-12-22,Charlie,West,9509.55,2,Furniture,3752.68,4017.91,Returning,0.16,Bank Transfer,Online,West-Charlie,6750.0888,7505.36,-755.2712,-0.1118905576,December,2023Q4,,,6.60%,YES
1012,2023-11-20,Bob,North,5858.06,1,Food,4190.83,4528.77,Returning,0.22,Bank Transfer,Online,North-Bob,3532.4406,4190.83,-658.3894,-0.1863837144,November,2023Q4,,,7.46%,YES
1039,2023-05-13,Eve,West,4422.48,40,Furniture,3536.46,3945.82,New,0.24,Bank Transfer,Online,West-Eve,119952.928,141458.4,-21505.472,-0.1792825933,May,2023Q2,,,10.37%,YES
1002,2023-10-20,David,North,5842.88,30,Clothing,4646.55,4784.28,Returning,0.1,Credit Card,Retail,North-David,129175.56,139396.5,-10220.94,-0.07912441022,October,2023Q4,,,2.88%,YES
1003,2023-11-24,Eve,East,5215.31,11,Food,3706.78,3862.26,New,0.22,Credit Card,Retail,East-Eve,33138.1908,40774.58,-7636.3892,-0.2304407397,November,2023Q4,,,4.03%,YES
1056,2023-05-07,David,East,7611.88,28,Clothing,1566.03,1576.34,Returning,0.2,Bank Transfer,Online,East-David,35310.016,43848.84,-8538.824,-0.2418244161,May,2023Q2,,,0.65%,YES
1081,2023-04-16,Charlie,West,2896.71,44,Electronics,1362.15,1844.07,New,0.29,Credit Card,Online,West-Charlie,57608.7468,59934.6,-2325.8532,-0.04037326498,April,2023Q2,,,26.13%,YES
1059,2023-04-02,Eve,West,3595.2,12,Food,3496.15,3955.75,Returning,0.28,Cash,Retail,West-Eve,34177.68,41953.8,-7776.12,-0.2275204168,April,2023Q2,,,11.62%,YES
1002,2023-10-14,David,South,8951.53,39,Clothing,1004.71,1389.35,New,0.24,Bank Transfer,Online,South-David,41180.334,39183.69,1996.644,0.04848537654,October,2023Q4,,,27.68%,NO
1002,2023-02-20,Charlie,West,9469.92,26,Food,508.94,557.69,New,0.22,Credit Card,Retail,West-Charlie,11309.9532,13232.44,-1922.4868,-0.1699818528,February,2023Q1,,,8.74%,YES
1092,2023-01-29,Bob,South,8936.33,13,Clothing,2684.5,2913.78,New,0.08,Credit Card,Retail,South-Bob,34848.8088,34898.5,-49.6912,-0.001425908136,January,2023Q1,,,7.87%,YES
1054,2023-10-23,David,East,4252.54,8,Food,4117.13,4177.06,Returning,0.25,Bank Transfer,Retail,East-David,25062.36,32937.04,-7874.68,-0.3142034509,October,2023Q4,,,1.43%,YES
1087,2023-10-24,Bob,East,7825.62,28,Clothing,551.83,569.63,New,0.13,Credit Card,Retail,East-Bob,13876.1868,15451.24,-1575.0532,-0.1135076389,October,2023Q4,,,3.12%,YES
1096,2023-08-02,Bob,North,4815.72,30,Electronics,3969.86,4281.79,Returning,0.08,Bank Transfer,Retail,North-Bob,118177.404,119095.8,-918.396,-0.007771333342,August,2023Q3,,,7.29%,YES
1097,2023-09-24,Alice,East,5025.64,9,Food,4067.28,4548.09,Returning,0.12,Credit Card,Retail,East-Alice,36020.8728,36605.52,-584.6472,-0.01623078939,September,2023Q3,,,10.57%,YES
1001,2023-09-14,Eve,South,2126.33,39,Food,2437.26,2889.67,Returning,0.25,Cash,Online,South-Eve,84522.8475,95053.14,-10530.2925,-0.1245851602,September,2023Q3,,,15.66%,YES
1019,2023-10-29,David,West,5952.19,31,Food,333.69,685.1,New,0.04,Bank Transfer,Online,West-David,20388.576,10344.39,10044.186,0.4926379361,October,2023Q4,,,51.29%,NO
1002,2023-04-11,Bob,North,1942.75,21,Food,914.22,971.57,Returning,0.14,Cash,Online,North-Bob,17546.5542,19198.62,-1652.0658,-0.09415328965,April,2023Q2,,,5.90%,YES
1053,2023-12-12,Alice,South,3382.49,47,Electronics,3551.76,3696.1,Returning,0.15,Bank Transfer,Retail,South-Alice,147659.195,166932.72,-19273.525,-0.1305270898,December,2023Q4,,,3.91%,YES
1044,2023-04-20,Charlie,West,8564.8,34,Food,3573.3,3740.13,Returning,0.01,Credit Card,Online,West-Charlie,125892.7758,121492.2,4400.5758,0.03495495093,April,2023Q2,,,4.46%,NO
1090,2023-07-01,David,North,2150.05,31,Furniture,4496.86,4880.8,New,0.06,Cash,Retail,North-David,142226.512,139402.66,2823.852,0.01985461051,July,2023Q3,,,7.87%,NO
1032,2023-11-09,Bob,East,804.47,25,Electronics,2934.3,3337.4,Returning,0.25,Credit Card,Retail,East-Bob,62576.25,73357.5,-10781.25,-0.1722898064,November,2023Q4,,,12.08%,YES
1070,2023-01-01,Eve,South,783.18,12,Furniture,664.33,863.03,Returning,0.25,Bank Transfer,Retail,South-Eve,7767.27,7971.96,-204.69,-0.02635288847,January,2023Q1,,,23.02%,YES
1032,2023-11-15,Alice,West,9413.77,1,Food,651,865.76,Returning,0.09,Bank Transfer,Retail,West-Alice,787.8416,651,136.8416,0.1736917675,November,2023Q4,,,24.81%,NO
1068,2023-02-24,Bob,North,5118.51,22,Clothing,3619.61,3651.42,Returning,0.26,Bank Transfer,Online,North-Bob,59445.1176,79631.42,-20186.3024,-0.3395788118,February,2023Q1,,,0.87%,YES
1055,2023-05-29,Eve,North,4153.18,40,Furniture,959.73,1111.41,New,0.23,Bank Transfer,Online,North-Eve,34231.428,38389.2,-4157.772,-0.1214606647,May,2023Q2,,,13.65%,YES
1075,2023-11-05,Bob,East,8127.7,37,Food,1675.51,1906.64,New,0.13,Bank Transfer,Online,East-Bob,61374.7416,61993.87,-619.1284,-0.01008767424,November,2023Q4,,,12.12%,YES
1056,2023-05-17,David,West,8374.68,47,Furniture,2461.7,2529.02,Returning,0.22,Cash,Retail,West-David,92713.8732,115699.9,-22986.0268,-0.2479243505,May,2023Q2,,,2.66%,YES
1017,2023-07-21,David,East,3388.69,1,Food,172.59,404.69,Returning,0.29,Bank Transfer,Online,East-David,287.3299,172.59,114.7399,0.3993315697,July,2023Q3,,,57.35%,NO
1038,2023-11-09,David,East,6966.82,1,Food,1281.65,1709.71,Returning,0.14,Credit Card,Online,East-David,1470.3506,1281.65,188.7006,0.1283371463,November,2023Q4,,,25.04%,NO
1024,2023-04-27,Alice,West,7734.12,42,Food,2069.05,2363.9,Returning,0.07,Cash,Online,West-Alice,92333.934,86900.1,5433.834,0.05884980488,April,2023Q2,,,12.47%,NO
1069,2023-06-03,David,West,6581.04,42,Clothing,1434.2,1482.88,New,0.28,Credit Card,Retail,West-David,44842.2912,60236.4,-15394.1088,-0.3432944301,June,2023Q2,,,3.28%,YES
1098,2023-10-18,Eve,West,1600.79,21,Furniture,725.03,828.95,New,0.18,Bank Transfer,Online,West-Eve,14274.519,15225.63,-951.111,-0.06662998592,October,2023Q4,,,12.54%,YES
1070,2023-03-04,Bob,South,8771.24,15,Electronics,3653.66,3896.19,New,0.03,Credit Card,Retail,South-Bob,56689.5645,54804.9,1884.6645,0.03324535153,March,2023Q1,,,6.22%,NO
1086,2023-09-01,Charlie,West,5437.04,17,Electronics,4075.08,4262.21,New,0.17,Cash,Online,West-Charlie,60139.7831,69276.36,-9136.5769,-0.1519223454,September,2023Q3,,,4.39%,YES
1011,2023-01-25,Eve,North,2896.48,22,Electronics,1324.52,1510.3,Returning,0.15,Cash,Retail,North-Eve,28242.61,29139.44,-896.83,-0.03175450144,January,2023Q1,,,12.30%,YES
1016,2023-03-31,Eve,East,4309.76,38,Electronics,3883.38,4152.72,Returning,0.26,Cash,Online,East-Eve,116774.4864,147568.44,-30793.9536,-0.2637044662,March,2023Q1,,,6.49%,YES
1097,2023-03-16,David,South,471.95,35,Food,1958.49,2254.84,New,0.16,Credit Card,Online,South-David,66292.296,68547.15,-2254.854,-0.03401381663,March,2023Q1,,,13.14%,YES
1073,2023-10-21,Alice,West,1365.88,45,Furniture,2558.09,2958.55,New,0.08,Cash,Online,West-Alice,122483.97,115114.05,7369.92,0.06017048598,October,2023Q4,,,13.54%,NO
1059,2023-07-29,Bob,South,7678.91,16,Furniture,4287.21,4464.28,Returning,0.2,Credit Card,Retail,South-Bob,57142.784,68595.36,-11452.576,-0.2004203365,July,2023Q3,,,3.97%,YES
1070,2023-12-13,Alice,West,100.12,8,Clothing,3762.27,4166.95,Returning,0.16,Bank Transfer,Online,West-Alice,28001.904,30098.16,-2096.256,-0.07486119515,December,2023Q4,,,9.71%,YES
1080,2023-01-17,Bob,South,4224,47,Furniture,4035.33,4211.25,Returning,0.07,Bank Transfer,Online,South-Bob,184073.7375,189660.51,-5586.7725,-0.03035073105,January,2023Q1,,,4.18%,YES
1093,2023-05-08,Bob,East,5272.85,17,Furniture,727.38,764.54,Returning,0.17,Credit Card,Retail,East-Bob,10787.6594,12365.46,-1577.8006,-0.1462597716,May,2023Q2,,,4.86%,YES
1003,2023-12-30,Alice,East,640.88,17,Furniture,395.11,676.66,Returning,0.25,Cash,Retail,East-Alice,8627.415,6716.87,1910.545,0.2214504576,December,2023Q4,,,41.61%,NO
1020,2023-09-08,Eve,North,9733.47,26,Clothing,4472.35,4770.42,New,0.01,Credit Card,Retail,North-Eve,122790.6108,116281.1,6509.5108,0.05301309895,September,2023Q3,,,6.25%,NO
1059,2023-06-28,Bob,North,2338.64,13,Electronics,1969.78,2437.7,New,0.19,Credit Card,Retail,North-Bob,25668.981,25607.14,61.841,0.002409172378,June,2023Q2,,,19.20%,NO
1036,2023-07-01,Alice,West,3111.57,17,Furniture,1475,1840.77,Returning,0.1,Credit Card,Online,West-Alice,28163.781,25075,3088.781,0.1096720998,July,2023Q3,,,19.87%,NO
1019,2023-06-01,Bob,East,3109.03,38,Clothing,3637.25,4096.96,Returning,0.09,Bank Transfer,Online,East-Bob,141672.8768,138215.5,3457.3768,0.02440394293,June,2023Q2,,,11.22%,NO
1090,2023-01-25,Charlie,South,2381.12,17,Clothing,4190.26,4645.35,New,0.12,Credit Card,Retail,South-Charlie,69494.436,71234.42,-1739.984,-0.02503774547,January,2023Q1,,,9.80%,YES
1067,2023-06-29,Eve,South,114.59,48,Food,4319.32,4625.56,Returning,0.1,Bank Transfer,Online,South-Eve,199824.192,207327.36,-7503.168,-0.03754884694,June,2023Q2,,,6.62%,YES
1019,2023-07-17,David,South,7320.51,14,Clothing,1614.19,1882.79,New,0.25,Credit Card,Retail,South-David,19769.295,22598.66,-2829.365,-0.1431191654,July,2023Q3,,,14.27%,YES
1020,2023-12-10,Bob,North,9671.77,45,Electronics,4268.45,4551.6,New,0.08,Bank Transfer,Online,North-Bob,188436.24,192080.25,-3644.01,-0.01933815916,December,2023Q4,,,6.22%,YES
1096,2023-06-10,Charlie,South,2320.51,6,Furniture,252.62,742,New,0.22,Credit Card,Retail,South-Charlie,3472.56,1515.72,1956.84,0.5635151013,June,2023Q2,,,65.95%,NO
1071,2023-06-26,David,North,6664.17,35,Clothing,295.82,684.67,New,0.03,Credit Card,Online,North-David,23244.5465,10353.7,12890.8465,0.5545750914,June,2023Q2,,,56.79%,NO
1052,2023-10-12,David,North,7444.77,46,Electronics,3136.42,3198.49,Returning,0.29,Cash,Retail,North-David,104462.6834,144275.32,-39812.6366,-0.3811182645,October,2023Q4,,,1.94%,YES
